variable_name,variable,value
creatinine_phosphokinase,64.0,-0.015350626358742991
ejection_fraction,64.0,-0.05309019622188645
platelets,64.0,-0.043832374808300774
serum_creatinine,64.0,0.008767294297096816
serum_sodium,64.0,0.010275936866506108
sex,64.0,-0.012062089446606463
smoking,64.0,-0.003398113607934891
age,65.0,0.025723846577326084
creatinine_phosphokinase,65.0,-0.01846018972946332
ejection_fraction,65.0,-0.053585820253493864
platelets,65.0,-0.04258589696617251
serum_creatinine,65.0,0.007089758047938983
serum_sodium,65.0,0.00932962793272584
sex,65.0,-0.01079768005471005
smoking,65.0,-0.0032965870991344508
age,66.0,0.028119051261749337
creatinine_phosphokinase,66.0,-0.019048533271736747
ejection_fraction,66.0,-0.054493622963605624
platelets,66.0,-0.04146593173353344
serum_creatinine,66.0,0.007010374465803906
serum_sodium,66.0,0.009150687810685582
sex,66.0,-0.011668803460534716
smoking,66.0,-0.003438410205563975
age,67.0,0.027599072261306427
creatinine_phosphokinase,67.0,-0.02222111323610564
ejection_fraction,67.0,-0.058458674013983254
platelets,67.0,-0.046478175287551375
serum_creatinine,67.0,0.010451364018507214
serum_sodium,67.0,0.009754608770914927
sex,67.0,-0.011505481364167975
smoking,67.0,-0.0034735627424544446
age,72.0,0.029297465930401653
creatinine_phosphokinase,72.0,-0.02131738948404791
ejection_fraction,72.0,-0.05842310141545642
platelets,72.0,-0.04635787891197824
serum_creatinine,72.0,0.009941477839265066
serum_sodium,72.0,0.010251222322384236
sex,72.0,-0.011486901243204634
smoking,72.0,-0.0033246617547571973
age,73.0,0.030069783956092538
creatinine_phosphokinase,73.0,-0.021997754026536212
ejection_fraction,73.0,-0.05532064395241482
platelets,73.0,-0.04458084073289815
serum_creatinine,73.0,0.008227270722061595
serum_sodium,73.0,0.009727307571588665
sex,73.0,-0.010497336666041933
smoking,73.0,-0.0027633484251400817
age,77.0,0.0301095718281526
creatinine_phosphokinase,77.0,-0.023126599112579315
ejection_fraction,77.0,-0.05550356863686759
platelets,77.0,-0.04364036704832259
serum_creatinine,77.0,0.01119157372058852
serum_sodium,77.0,0.011038185504073032
sex,77.0,-0.010927465724990724
smoking,77.0,-0.0028558308312246657
age,78.0,0.03054916209179828
creatinine_phosphokinase,78.0,-0.019983535076333173
ejection_fraction,78.0,-0.056580715250678704
platelets,78.0,-0.042648018671834015
serum_creatinine,78.0,0.00917190228220171
serum_sodium,78.0,0.010988492655871937
sex,78.0,-0.012834536830461384
smoking,78.0,-0.0030409492614944106
age,82.0,0.030355196347829627
creatinine_phosphokinase,82.0,-0.020836779099032424
ejection_fraction,82.0,-0.057149867665282364
platelets,82.0,-0.04118735395467378
serum_creatinine,82.0,0.01014164528596224
serum_sodium,82.0,0.011473035366595928
sex,82.0,-0.012289954981846412
smoking,82.0,-0.0034087198994811677
age,88.0,0.035476616848145355
creatinine_phosphokinase,88.0,-0.01623351118821121
ejection_fraction,88.0,-0.06853404114124967
platelets,88.0,-0.05209255864233146
serum_creatinine,88.0,0.00977292140093723
serum_sodium,88.0,0.00840425368671508
sex,88.0,-0.014270466616932346
smoking,88.0,-0.0025424152067727995
age,90.0,0.04074832880919911
creatinine_phosphokinase,90.0,-0.01714992501529396
ejection_fraction,90.0,-0.0655250657885542
platelets,90.0,-0.05428640452473479
serum_creatinine,90.0,0.00910718614611956
serum_sodium,90.0,0.009185653150791822
sex,90.0,-0.014734518924909453
smoking,90.0,-0.0028419683649638858
age,95.0,0.04208772833305
creatinine_phosphokinase,95.0,-0.016862491483853256
ejection_fraction,95.0,-0.06495130743735138
platelets,95.0,-0.054176922528789855
serum_creatinine,95.0,0.01157336476161096
serum_sodium,95.0,0.009377989046374017
sex,95.0,-0.015113201265691994
smoking,95.0,-0.002863181584690358
age,96.0,0.041846280153803005
creatinine_phosphokinase,96.0,-0.016571274532521326
ejection_fraction,96.0,-0.06456789424260724
platelets,96.0,-0.05362677142007321
serum_creatinine,96.0,0.013454887028086185
serum_sodium,96.0,0.00986015886528916
sex,96.0,-0.014896648171885182
smoking,96.0,-0.002863956201417814
age,100.0,0.04106627552727571
creatinine_phosphokinase,100.0,-0.016707713690957478
ejection_fraction,100.0,-0.06315119721228085
platelets,100.0,-0.05404672200995325
serum_creatinine,100.0,0.01637358273047434
serum_sodium,100.0,0.010782391231661727
sex,100.0,-0.01519990262079502
smoking,100.0,-0.0029253767765957985
age,109.0,0.044946056548464834
creatinine_phosphokinase,109.0,-0.016068604926806205
ejection_fraction,109.0,-0.06275368840006722
platelets,109.0,-0.053797967704822515
serum_creatinine,109.0,0.015264501339844229
serum_sodium,109.0,0.01103827851776875
sex,109.0,-0.015117946953328673
smoking,109.0,-0.0029719914172997956
age,111.0,0.04706569994301818
creatinine_phosphokinase,111.0,-0.014512079464085371
ejection_fraction,111.0,-0.06360549502595358
platelets,111.0,-0.055171927116839624
serum_creatinine,111.0,0.015778324103780217
serum_sodium,111.0,0.011166375155141533
sex,111.0,-0.01485642736126721
smoking,111.0,-0.0027374798413767262
age,113.0,0.04940773936016312
creatinine_phosphokinase,113.0,-0.013865890920982265
ejection_fraction,113.0,-0.06621799243057434
platelets,113.0,-0.054689604829573545
serum_creatinine,113.0,0.017911882333669506
serum_sodium,113.0,0.011675102553877964
sex,113.0,-0.014492640753103924
smoking,113.0,-0.0029055946550606074
age,115.0,0.05000013726738476
creatinine_phosphokinase,115.0,-0.014089778413845304
ejection_fraction,115.0,-0.06562584525474614
platelets,115.0,-0.0541201857084401
serum_creatinine,115.0,0.02164516033141078
serum_sodium,115.0,0.011354893474656973
sex,115.0,-0.015054402290438485
smoking,115.0,-0.0029479818301766207
age,126.0,0.04904976395386854
creatinine_phosphokinase,126.0,-0.011939412572307882
ejection_fraction,126.0,-0.06470038195350375
platelets,126.0,-0.051587873010336495
serum_creatinine,126.0,0.021138516144773346
serum_sodium,126.0,0.012062766197318267
sex,126.0,-0.015815369682958304
smoking,126.0,-0.0029662678568259954
age,129.0,0.041955515336935985
creatinine_phosphokinase,129.0,-0.0019277055842108323
ejection_fraction,129.0,-0.0838870543041614
platelets,129.0,-0.054169653209954316
serum_creatinine,129.0,0.017676425963620637
serum_sodium,129.0,0.008879209830242445
sex,129.0,-0.013767591664474926
smoking,129.0,-0.0052979697144644
age,130.0,0.04507580605658065
creatinine_phosphokinase,130.0,-0.0010424674380489513
ejection_fraction,130.0,-0.08350579485163973
platelets,130.0,-0.05283794103701702
serum_creatinine,130.0,0.01731220976901627
serum_sodium,130.0,0.009347234337983385
sex,130.0,-0.013939287305634856
smoking,130.0,-0.005359739804122639
age,135.0,0.044906449928239035
creatinine_phosphokinase,135.0,-0.0015891719915984354
ejection_fraction,135.0,-0.08262915536050926
platelets,135.0,-0.051991346201106244
serum_creatinine,135.0,0.01964594471228076
serum_sodium,135.0,0.0093085945859771
sex,135.0,-0.013753936637113318
smoking,135.0,-0.0054260989797022575
age,150.0,0.045835583392058704
creatinine_phosphokinase,150.0,-0.0004117772056976542
ejection_fraction,150.0,-0.08399978848538815
platelets,150.0,-0.04958200703905731
serum_creatinine,150.0,0.01688435709925376
serum_sodium,150.0,0.00887372221572867
sex,150.0,-0.012016601542855568
smoking,150.0,-0.004241355919015071
age,154.0,0.04748120644254379
creatinine_phosphokinase,154.0,0.002565093374624765
ejection_fraction,154.0,-0.08567498142224993
platelets,154.0,-0.04865280096305774
serum_creatinine,154.0,0.017048705412634146
serum_sodium,154.0,0.008205283253337945
sex,154.0,-0.011385416423446058
smoking,154.0,-0.0035173355236726503
age,162.0,0.04800896572155631
creatinine_phosphokinase,162.0,0.0018384470696203225
ejection_fraction,162.0,-0.0849965256242628
platelets,162.0,-0.04802832239462515
serum_creatinine,162.0,0.020023230818525136
serum_sodium,162.0,0.008565260754613212
sex,162.0,-0.011011537904886664
smoking,162.0,-0.003534174630885239
age,170.0,0.04777236294615384
creatinine_phosphokinase,170.0,0.0012900866966300741
ejection_fraction,170.0,-0.08632239070302469
platelets,170.0,-0.04509981400466326
serum_creatinine,170.0,0.02138091645010428
serum_sodium,170.0,0.007342744967106442
sex,170.0,-0.009387475120114067
smoking,170.0,-0.0023912646506350846
age,171.0,0.04756589471903067
creatinine_phosphokinase,171.0,-0.011587107449440196
ejection_fraction,171.0,-0.11069788341942524
platelets,171.0,-0.05439217998213764
serum_creatinine,171.0,0.020503146011577718
serum_sodium,171.0,0.0037534427849487025
sex,171.0,-0.007899019645595801
smoking,171.0,-0.0030807715196365104
age,172.0,0.04504118668133498
creatinine_phosphokinase,172.0,-0.008989384329629362
ejection_fraction,172.0,-0.1127711516146521
platelets,172.0,-0.052079884834260515
serum_creatinine,172.0,0.03143314692751084
serum_sodium,172.0,0.0022956356921818963
sex,172.0,-0.0112470242461697
smoking,172.0,-0.003283478206570316
age,180.0,0.04571880835190082
creatinine_phosphokinase,180.0,-0.006839845383171207
ejection_fraction,180.0,-0.10974653196276389
platelets,180.0,-0.04989036157264372
serum_creatinine,180.0,0.03318191733260878
serum_sodium,180.0,0.0021508789645409577
sex,180.0,-0.01027894875799026
smoking,180.0,-0.0036522344018488292
age,193.0,0.03856697461523554
creatinine_phosphokinase,193.0,-0.00864403283465802
ejection_fraction,193.0,-0.12138163261339692
platelets,193.0,-0.047486903942205914
serum_creatinine,193.0,0.03265512771207436
serum_sodium,193.0,0.004446534218335676
sex,193.0,-0.011657767238283944
smoking,193.0,-0.004141548515736143
age,196.0,0.037711591352900906
creatinine_phosphokinase,196.0,-0.008152849094025862
ejection_fraction,196.0,-0.11996765904796437
platelets,196.0,-0.046106593825540707
serum_creatinine,196.0,0.03752363036662851
serum_sodium,196.0,0.00305395989269163
sex,196.0,-0.012300210645853366
smoking,196.0,-0.004177084271108071
age,198.0,0.03813890178255774
creatinine_phosphokinase,198.0,-0.007514708632322218
ejection_fraction,198.0,-0.11813434613447814
platelets,198.0,-0.04586119741763659
serum_creatinine,198.0,0.03903799627649416
serum_sodium,198.0,0.0031748418016016543
sex,198.0,-0.012097083735179578
smoking,198.0,-0.004320011413219048
age,207.0,0.03804954731958018
creatinine_phosphokinase,207.0,-0.0073772677093535514
ejection_fraction,207.0,-0.12195332608084297
platelets,207.0,-0.04339846310214561
serum_creatinine,207.0,0.039040831007658615
serum_sodium,207.0,0.007675084333637202
sex,207.0,-0.012703939050300143
smoking,207.0,-0.004514914851714395
age,214.0,0.043054962724192576
creatinine_phosphokinase,214.0,-0.0010888770856524574
ejection_fraction,214.0,-0.12158875685418342
platelets,214.0,-0.04932546286576618
serum_creatinine,214.0,0.03566550388643165
serum_sodium,214.0,0.003314140879537166
sex,214.0,-0.011185274033048184
smoking,214.0,-0.005557220046533008
age,235.0,0.04519368376639034
creatinine_phosphokinase,235.0,0.0020891141768388344
ejection_fraction,235.0,-0.12588549649955877
platelets,235.0,-0.046675319783972206
serum_creatinine,235.0,0.03396171720532484
serum_sodium,235.0,0.00573960544934507
sex,235.0,-0.010800148036526402
smoking,235.0,-0.007226875760311273
age,241.0,0.0441840337713844
creatinine_phosphokinase,241.0,0.003657453471088913
ejection_fraction,241.0,-0.12483189923970582
platelets,241.0,-0.04672203873233935
serum_creatinine,241.0,0.03733485221392716
serum_sodium,241.0,0.005942741324496907
sex,241.0,-0.010632974404175339
smoking,241.0,-0.006983937011434252
